Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;;
to say nothing of sth;;;C2;phrase;;Details;;
the odd;;;C2;phrase;;Details;;
across the board;;IDIOM;C2;phrase;;Details;;
disappear/vanish into thin air;;IDIOM;C2;phrase;;Details;;
be alive and kicking/well;;IDIOM;C2;phrase;;Details;;
be poles apart;;IDIOM;C2;phrase;;Details;;
at any price;;IDIOM;C2;phrase;;Details;;
get/jump on the bandwagon;;IDIOM;C2;phrase;;Details;;
behind the scenes;;IDIOM;C2;phrase;;Details;;
to/till/until the bitter end;;IDIOM;C2;phrase;;Details;;
break new ground;;IDIOM;C2;phrase;;Details;;
catch sb off guard;;IDIOM;C2;phrase;;Details;;
a change of heart;;IDIOM;C2;phrase;;Details;;
lose your cool;;IDIOM;C2;phrase;;Details;;
cross sb's path;;IDIOM;C2;phrase;;Details;;
a shoulder to cry on;;IDIOM;C2;phrase;;Details;;
in the dark;;IDIOM;C2;phrase;;Details;;
throw sb in at the deep end;;IDIOM;C2;phrase;;Details;;
go/run deep;;IDIOM;C2;phrase;;Details;;
out of your depth;;IDIOM;C2;phrase;;Details;;
do the job;;IDIOM;C2;phrase;;Details;;
down and out;;IDIOM;C2;phrase;;Details;;
go downhill;;IDIOM;C2;phrase;;Details;;
not be the end of the world;;IDIOM;C2;phrase;;Details;;
be at/reach the end of your tether;;IDIOM;C2;phrase;;Details;;
lose face;;IDIOM;C2;phrase;;Details;;
keep a straight face;;IDIOM;C2;phrase;;Details;;
on the face of it;;IDIOM;C2;phrase;;Details;;
in the face of sth;;IDIOM;C2;phrase;;Details;;
fly in the face of;;IDIOM;C2;phrase;;Details;;
a slap in the face;;IDIOM;C2;phrase;;Details;;
a fast track (to sth);;IDIOM;C2;phrase;;Details;;
play with fire;;IDIOM;C2;phrase;;Details;;
follow in sb's footsteps;;IDIOM;C2;phrase;;Details;;
get your own back (on sb);;IDIOM;C2;phrase;;Details;;
go through the motions;;IDIOM;C2;phrase;;Details;;
go against the grain;;IDIOM;C2;phrase;;Details;;
go through the roof;;IDIOM;C2;phrase;;Details;;
stand your ground;;IDIOM;C2;phrase;;Details;;
be on (your) guard;;IDIOM;C2;phrase;;Details;;
let your guard down;;IDIOM;C2;phrase;;Details;;
open your heart;;IDIOM;C2;phrase;;Details;;
take sth to heart;;IDIOM;C2;phrase;;Details;;
lose heart;;IDIOM;C2;phrase;;Details;;
in a rut;;IDIOM;C2;phrase;;Details;;
the ins and outs of sth;;IDIOM;C2;phrase;;Details;;
the jury is (still) out;;IDIOM;C2;phrase;;Details;;
keep sb on their toes;;IDIOM;C2;phrase;;Details;;
a labour of love;;IDIOM;C2;phrase;;Details;;
let off steam;;IDIOM;C2;phrase;;Details;;
lose sight of sth;;IDIOM;C2;phrase;;Details;;
lose sleep over something;;IDIOM;C2;phrase;;Details;;
be lost for words;;IDIOM;C2;phrase;;Details;;
on the spur of the moment;;IDIOM;C2;phrase;;Details;;
off the beaten track;;IDIOM;C2;phrase;;Details;;
not be sb's type;;;C2;phrase;people: personality;Details;;
not be/come up to scratch;;IDIOM;C2;phrase;;Details;;
have sth up your sleeve;;IDIOM;C2;phrase;;Details;;
the sound of sth;;;C2;phrase;;Details;;
stay put;;;C2;phrase;;Details;;
rub it in;;;C2;phrase;;Details;;
scare the hell/life/living daylights, etc. out of sb;;;C2;phrase;;Details;;
a riot of sth;;;C2;phrase;;Details;;
be/feel under the weather;;IDIOM;C2;phrase;body and health;Details;;
out of shape;;;C2;phrase;body and health;Details;;
a vehicle for sth/doing sth;;;C2;phrase;communication;Details;;
talk about sth/doing sth;;;C2;phrase;communication;Details;;
stand trial;;;C2;phrase;crime;Details;;
hold/keep/take sb prisoner;;;C2;phrase;people: actions;Details;;
pace about/up and down, etc;;;C2;phrase;people: actions;Details;;
retreat to/into, etc.;;;C2;phrase;people: actions;Details;;
trail after/behind/along, etc.;;;C2;phrase;people: actions;Details;;
put sth to one side;;;C2;phrase;people: actions;Details;;
thread your way through/between, etc.;;;C2;phrase;people: actions;Details;;
throw sth around/down/on, etc.;;;C2;phrase;people: actions;Details;;
a ray of comfort/hope, etc.;;;C2;phrase;people: personality;Details;;
ties;;;C2;phrase;relationships;Details;;
be on good/bad/friendly, etc. terms;;;C2;phrase;relationships;Details;;
not be on speaking terms;;;C2;phrase;relationships;Details;;
stuff sth in/into/behind, etc.;;;C2;phrase;relationships;Details;;
out of season;;;C2;phrase;travel;Details;;
bear a/little/no, etc. resemblance to sth/sb;;;C2;phrase;;Details;;
a suggestion of/that sth;;;C2;phrase;;Details;;
to sb's satisfaction;;;C2;phrase;;Details;;
an unknown quantity;;IDIOM;C2;phrase;;Details;;
a passport to sth;;;C2;phrase;;Details;;
a bad/rough, etc. patch;;;C2;phrase;;Details;;
be a recipe for disaster/success/trouble, etc.;;;C2;phrase;;Details;;
sb's rise to fame/power, etc.;;;C2;phrase;;Details;;
a run of sth;;;C2;phrase;;Details;;
bomb/drug/fraud, etc. squad;;;C2;phrase;;Details;;
death/firing/hit, etc. squad;;;C2;phrase;;Details;;
retrace your steps;;;C2;phrase;;Details;;
target audience/market, etc.;;;C2;phrase;;Details;;
the throne;;;C2;phrase;;Details;;
train of thought;;;C2;phrase;;Details;;
be on the verge of sth/doing sth;;;C2;phrase;;Details;;
a wave of hatred/enthusiasm/sadness, etc.;;;C2;phrase;;Details;;
not sleep a wink;;;C2;phrase;;Details;;
part and parcel;;IDIOM;C2;phrase;;Details;;
go/fall to pieces;;IDIOM;C2;phrase;;Details;;
pick up the pieces;;IDIOM;C2;phrase;;Details;;
a rough/bumpy ride;;IDIOM;C2;phrase;;Details;;
run riot;;IDIOM;C2;phrase;;Details;;
send shivers/a shiver down your spine;;IDIOM;C2;phrase;;Details;;
have a soft spot for sb/sth;;IDIOM;C2;phrase;;Details;;
put sb on the spot;;IDIOM;C2;phrase;;Details;;
on the spot;;IDIOM;C2;phrase;;Details;;
be streets ahead (of sb/sth);;IDIOM;C2;phrase;;Details;;
a double-edged sword;;IDIOM;C2;phrase;;Details;;
grit your teeth;;IDIOM;C2;phrase;;Details;;
throw in the towel;;IDIOM;C2;phrase;;Details;;
be on the same wavelength;;IDIOM;C2;phrase;;Details;;
within (sb's) reach;;;C2;phrase;;Details;;
the reverse;;;C2;phrase;;Details;;
take stock (of sth);;;C2;phrase;;Details;;
a wealth of sth;;;C2;phrase;;Details;;
swallow your pride;;IDIOM;C2;phrase;;Details;;
be in good/bad repair;;;C2;phrase;;Details;;
take shape;;;C2;phrase;;Details;;
safe and sound;;;C2;phrase;;Details;;
outstay/overstay your welcome;;;C2;phrase;;Details;;
see red;;IDIOM;C2;phrase;;Details;;
learn/know the ropes;;IDIOM;C2;phrase;;Details;;
take its toll;;;C2;phrase;;Details;;
originate from/in/with, etc.;;;C2;phrase;;Details;;
peep at/through/out, etc.;;;C2;phrase;;Details;;
proceed to do sth;;;C2;phrase;;Details;;
rise to/through, etc.;;;C2;phrase;;Details;;
sit sb down/at/in, etc.;;;C2;phrase;;Details;;
sleep on it;;;C2;phrase;;Details;;
be snowed in;;;C2;phrase;;Details;;
be snowed under;;;C2;phrase;;Details;;
sb's attention/mind/thoughts, etc. wander;;;C2;phrase;;Details;;
be overcome by excitement/fear/sadness, etc.;;;C2;phrase;;Details;;
place emphasis/importance, etc. on sth;;;C2;phrase;;Details;;
be posted to France/London/Singapore, etc.;;;C2;phrase;;Details;;
prompt sb to do sth;;;C2;phrase;;Details;;
prove yourself;;;C2;phrase;;Details;;
raise hopes/fears/doubts, etc.;;;C2;phrase;;Details;;
rob sb of sth;;;C2;phrase;;Details;;
stage a concert/show, etc.;;;C2;phrase;;Details;;
I take it (that);;;C2;phrase;;Details;;
take a turn for the better/worse;;;C2;phrase;;Details;;
be topped with sth;;;C2;phrase;;Details;;
undertake to do sth;;;C2;phrase;;Details;;
be wasted on sb;;;C2;phrase;;Details;;
wield influence/power, etc.;;;C2;phrase;;Details;;
put sb in their place;;IDIOM;C2;phrase;;Details;;
take the plunge;;IDIOM;C2;phrase;;Details;;
wear thin;;IDIOM;C2;phrase;;Details;;
anything/as/what/whatever, etc. you please;;;C2;phrase;;Details;;
(be) torn between sth and sth;;;C2;phrase;;Details;;
a stone's throw;;IDIOM;C2;phrase;;Details;;
stick up for sb/sth;;;C2;phrasal verb;communication;Details;;
over the top;;;C2;phrase;describing things;Details;;
rip sb off;;;C2;phrasal verb;money;Details;;
relative to sth;;;C2;phrase;;Details;;
a plethora of sth;;;C2;phrase;;Details;;
pose a/the question;;;C2;phrase;;Details;;
worthy of attention/notice, etc.;;;C2;phrase;;Details;;
splash out;;;C2;phrasal verb;;Details;;
be out of this world;;;C2;phrase;;Details;;
so much for...;;;C2;phrase;;Details;;
be something;;;C2;phrase;;Details;;
(I'll) tell you what;;;C2;phrase;;Details;;
what with;;;C2;phrase;;Details;;
if/when push comes to shove;;IDIOM;C2;phrase;;Details;;
be/feel on top of the world;;IDIOM;C2;phrase;;Details;;
unsure of yourself;;;C2;phrase;people: personality;Details;;
the prosecution;;;C2;phrase;crime;Details;;
shake off sth or shake sth off;;;C2;phrasal verb;body and health;Details;;
a sharp pain;;;C2;phrase;body and health;Details;;
own up;;;C2;phrasal verb;communication;Details;;
rule out sb/sth or rule sb/sth out;;;C2;phrasal verb;communication;Details;;
slip out;;SAY SOMETHING;C2;phrasal verb;communication;Details;;
talk sb out of sth/doing sth;;;C2;phrasal verb;communication;Details;;
pay tribute to sb/sth;;;C2;phrase;communication;Details;;
I told you so;;;C2;phrase;communication;Details;;
so to speak;;;C2;phrase;communication;Details;;
speak volumes;;IDIOM;C2;phrase;communication;Details;;
out of the ordinary;;;C2;phrase;describing things;Details;;
out of proportion;;;C2;phrase;describing things;Details;;
pitch dark/black;;;C2;phrase;describing things;Details;;
a touch;;;C2;phrase;describing things;Details;;
stiff drink/whisky/vodka, etc.;;;C2;phrase;food and drink;Details;;
plunge sth into sth;;;C2;phrasal verb;people: actions;Details;;
plunge into sth;;;C2;phrasal verb;people: actions;Details;;
press on;;;C2;phrasal verb;people: actions;Details;;
run around;;;C2;phrasal verb;people: actions;Details;;
seal off sth or seal sth off;;;C2;phrasal verb;people: actions;Details;;
send sth out or send out sth;;;C2;phrasal verb;people: actions;Details;;
spin (sb) around/round;;;C2;phrasal verb;people: actions;Details;;
track down sb/sth or track sb/sth down;;;C2;phrasal verb;people: actions;Details;;
peer at/into/through, etc.;;;C2;phrase;people: actions;Details;;
run sth along/over/through, etc. sth;;;C2;phrase;people: actions;Details;;
scramble down/out/up, etc.;;;C2;phrase;people: actions;Details;;
set sth down/on, etc.;;;C2;phrase;people: actions;Details;;
shoot across/out/up, etc.;;;C2;phrase;people: actions;Details;;
slip sth into/through, etc.;;;C2;phrase;people: actions;Details;;
snap (sth) open/shut/together;;;C2;phrase;people: actions;Details;;
sneak into/out/around, etc.;;;C2;phrase;people: actions;Details;;
sneak sth into/out of/through, etc.;;;C2;phrase;people: actions;Details;;
sneak a look/glance at sb/sth;;;C2;phrase;people: actions;Details;;
sweep along/into/past, etc.;;;C2;phrase;people: actions;Details;;
tip sth into/onto/out of, etc. sth;;;C2;phrase;people: actions;Details;;
toss sth away/into/on, etc.;;;C2;phrase;people: actions;Details;;
venture into/out/outside, etc.;;;C2;phrase;people: actions;Details;;
open up;;;C2;phrasal verb;people: personality;Details;;
tire of sth/sb/doing sth;;;C2;phrasal verb;people: personality;Details;;
not stand for sth;;ACCEPT;C2;phrase;people: personality;Details;;
the Right/right;;;C2;phrase;politics;Details;;
patch sth up;;;C2;phrasal verb;relationships;Details;;
sleep with sb;;;C2;phrasal verb;relationships;Details;;
stick by sb;;;C2;phrasal verb;relationships;Details;;
scroll up/down/through, etc.;;;C2;phrase;technology;Details;;
set sail;;;C2;phrase;travel;Details;;
step down;;;C2;phrasal verb;work;Details;;
steady job/work;;;C2;phrase;work;Details;;
unusually for sb;;;C2;phrase;;Details;;
reliance on sb/sth;;;C2;phrase;;Details;;
be reliant on sb/sth;;;C2;phrase;;Details;;
the ratings;;;C2;phrase;;Details;;
second/third, etc. day/week, etc. running;;;C2;phrase;;Details;;
be a revelation;;;C2;phrase;;Details;;
have a weakness for sth/sb;;;C2;phrase;;Details;;
a vicious circle/cycle;;;C2;phrase;;Details;;
pose as sb;;;C2;phrasal verb;;Details;;
provide for sth;;MAKE PLANS;C2;phrasal verb;;Details;;
put sth aside;;PROBLEM;C2;phrasal verb;;Details;;
react against sth;;;C2;phrasal verb;;Details;;
reckon on sth/doing sth;;;C2;phrasal verb;;Details;;
reckon with sth;;;C2;phrasal verb;;Details;;
reconcile yourself to sth;;;C2;phrasal verb;;Details;;
reduce sb to sth/doing sth;;;C2;phrasal verb;;Details;;
reduce sth to sth;;;C2;phrasal verb;;Details;;
refer to sth;;;C2;phrasal verb;;Details;;
refer sb/sth to sb/sth;;;C2;phrasal verb;;Details;;
relieve sb of sth;;;C2;phrasal verb;;Details;;
resign yourself to sth;;;C2;phrasal verb;;Details;;
resort to sth/ doing sth;;;C2;phrasal verb;;Details;;
revert to sth/doing sth;;;C2;phrasal verb;;Details;;
run through sth;;;C2;phrasal verb;;Details;;
run up against sth;;;C2;phrasal verb;;Details;;
saddle sb with sth;;;C2;phrasal verb;;Details;;
send for sb;;;C2;phrasal verb;;Details;;
set off sth or set sth off;;;C2;phrasal verb;;Details;;
set out;;AIM;C2;phrasal verb;;Details;;
settle (sb) down;;;C2;phrasal verb;;Details;;
shake up sb or shake sb up;;;C2;phrasal verb;;Details;;
sketch sth out;;;C2;phrasal verb;;Details;;
slip away;;DISAPPEAR;C2;phrasal verb;;Details;;
slip up;;;C2;phrasal verb;;Details;;
spring from sth;;;C2;phrasal verb;;Details;;
spring up;;;C2;phrasal verb;;Details;;
spy on sb;;;C2;phrasal verb;;Details;;
squeeze sb/sth in or squeeze in sb/sth;;;C2;phrasal verb;;Details;;
stand in;;;C2;phrasal verb;;Details;;
stay out of sth;;;C2;phrasal verb;;Details;;
stir up sth or stir sth up;;;C2;phrasal verb;;Details;;
store up sth;;KEEP;C2;phrasal verb;;Details;;
stumble across/on/upon sth/sb;;;C2;phrasal verb;;Details;;
subject sb/sth to sth;;;C2;phrasal verb;;Details;;
take in sth or take sth in;;;C2;phrasal verb;;Details;;
take over;;;C2;phrasal verb;;Details;;
talk sth through or talk through sth;;;C2;phrasal verb;;Details;;
tear apart sth or tear sth apart;;DESTROY;C2;phrasal verb;;Details;;
tear down sth or tear sth down;;;C2;phrasal verb;;Details;;
think ahead;;;C2;phrasal verb;;Details;;
think back;;;C2;phrasal verb;;Details;;
tip sb off or tip off sb;;;C2;phrasal verb;;Details;;
top sth off or top off sth;;;C2;phrasal verb;;Details;;
urge sb on;;;C2;phrasal verb;;Details;;
wipe sth out or wipe out sth;;;C2;phrasal verb;;Details;;
work sth out or work out sth;;UNDERSTAND;C2;phrasal verb;;Details;;
write sb/sth off or write off sb/sth;;;C2;phrasal verb;;Details;;
have/carry sth on you;;;C2;phrase;;Details;;
"on the part of sb; on sb's part";;;C2;phrase;;Details;;
on principle;;;C2;phrase;;Details;;
on the side;;;C2;phrase;;Details;;
on the threshold of sth;;;C2;phrase;;Details;;
once and for all;;;C2;phrase;;Details;;
(all) in one;;;C2;phrase;;Details;;
only so much/many;;;C2;phrase;;Details;;
from the 1870s/March/6.30 pm, etc. onwards;;;C2;phrase;;Details;;
open to abuse/criticism, etc.;;;C2;phrase;;Details;;
economic/political/social order;;;C2;phrase;;Details;;
out of place;;;C2;phrase;;Details;;
be out of the question;;;C2;phrase;;Details;;
be/get out of touch;;;C2;phrase;;Details;;
at/from the outset;;;C2;phrase;;Details;;
overflow with confidence/happiness/love, etc.;;;C2;phrase;;Details;;
owe your existence/success, etc. to sb/sth;;;C2;phrase;;Details;;
pace yourself;;;C2;phrase;;Details;;
the best/better part of sth;;;C2;phrase;;Details;;
peculiar to sb/sth;;;C2;phrase;;Details;;
plunge down/into, etc.;;;C2;phrase;;Details;;
to the point;;;C2;phrase;;Details;;
pour into/out/from, etc.;;;C2;phrase;;Details;;
in/out of print;;;C2;phrase;;Details;;
a profound effect/impact/influence, etc.;;;C2;phrase;;Details;;
be prone to sth/doing sth;;;C2;phrase;;Details;;
accident-/injury-, etc. prone;;;C2;phrase;;Details;;
a public announcement/appearance/statement, etc.;;;C2;phrase;;Details;;
serve a/the purpose;;;C2;phrase;;Details;;
a good/easy, etc. read;;;C2;phrase;;Details;;
reap the benefits/profits/rewards;;;C2;phrase;;Details;;
within reason;;;C2;phrase;;Details;;
it stands to reason;;;C2;phrase;;Details;;
rest (sth) on/against, etc.;;;C2;phrase;;Details;;
be revolted by sth;;;C2;phrase;;Details;;
in its/his/their, etc. own right;;;C2;phrase;;Details;;
ripe for sth;;;C2;phrase;;Details;;
run the risk of sth;;;C2;phrase;;Details;;
bend/stretch the rules;;;C2;phrase;;Details;;
be running at sth;;;C2;phrase;;Details;;
run wild;;;C2;phrase;;Details;;
seat 4/12/200, etc.;;;C2;phrase;;Details;;
see that;;;C2;phrase;;Details;;
see sense;;;C2;phrase;;Details;;
(the) seeds of sth;;;C2;phrase;;Details;;
set guidelines/standards, etc.;;;C2;phrase;;Details;;
your (fair) share of sth;;;C2;phrase;;Details;;
a sharp contrast/difference, etc.;;;C2;phrase;;Details;;
a sharp bend/turn, etc.;;;C2;phrase;;Details;;
shelter from/in/under, etc.;;;C2;phrase;;Details;;
stop short of sth/doing sth;;;C2;phrase;;Details;;
shower sb with sth;;;C2;phrase;;Details;;
at/by your side;;;C2;phrase;;Details;;
slip out/through, etc.;;;C2;phrase;;Details;;
"be slow to do sth; be slow in doing sth";;;C2;phrase;;Details;;
something of a sth;;;C2;phrase;;Details;;
would sooner;;;C2;phrase;;Details;;
spare no effort/expense, etc.;;;C2;phrase;;Details;;
spare a thought for sb;;;C2;phrase;;Details;;
speaks for itself;;;C2;phrase;;Details;;
free speech/freedom of speech;;;C2;phrase;;Details;;
the spotlight;;;C2;phrase;;Details;;
spring back/forward/out, etc.;;;C2;phrase;;Details;;
stand to gain/lose sth;;;C2;phrase;;Details;;
where you stand (with sb);;;C2;phrase;;Details;;
where sb stands (on sth);;;C2;phrase;;Details;;
make/take a stand;;;C2;phrase;;Details;;
stretch away/into, etc.;;;C2;phrase;;Details;;
strike sb as sth;;;C2;phrase;;Details;;
strike gold, oil, etc.;;;C2;phrase;;Details;;
a string of sth;;;C2;phrase;;Details;;
a strong chance/possibility, etc.;;;C2;phrase;;Details;;
strong opposition/support, etc.;;;C2;phrase;;Details;;
be/get stuck with sb/sth;;;C2;phrase;;Details;;
cramp sb's style;;;C2;phrase;;Details;;
subject to sth;;;C2;phrase;;Details;;
the substance of sth;;;C2;phrase;;Details;;
swallow your anger/disappointment/pride, etc.;;;C2;phrase;;Details;;
your take on sth;;;C2;phrase;;Details;;
a taste for sth;;;C2;phrase;;Details;;
this and that;;;C2;phrase;;Details;;
vanish into thin air;;;C2;phrase;;Details;;
not think much of sb/sth;;;C2;phrase;;Details;;
Who would have thought...?;;;C2;phrase;;Details;;
think highly/a lot of sb/sth;;;C2;phrase;;Details;;
a thirst for sth;;;C2;phrase;;Details;;
time after time;;;C2;phrase;;Details;;
have no time for sb/sth;;;C2;phrase;;Details;;
to sb's disappointment/relief/surprise, etc.;;;C2;phrase;;Details;;
the top;;;C2;phrase;;Details;;
toss and turn;;;C2;phrase;;Details;;
not touch sb/sth;;;C2;phrase;;Details;;
trudge along/through/up, etc.;;;C2;phrase;;Details;;
be under way;;;C2;phrase;;Details;;
an uphill battle/struggle/task;;;C2;phrase;;Details;;
upwards of sth;;;C2;phrase;;Details;;
the use of sth;;;C2;phrase;;Details;;
a vain attempt/effort/hope;;;C2;phrase;;Details;;
vent your anger/frustration, etc.;;;C2;phrase;;Details;;
get/have sth out of the way;;;C2;phrase;;Details;;
weary of sth/sb;;;C2;phrase;;Details;;
sb's whereabouts;;;C2;phrase;;Details;;
be worth your while;;;C2;phrase;;Details;;
a wild accusation/guess/rumour, etc.;;;C2;phrase;;Details;;
win approval/respect/support, etc.;;;C2;phrase;;Details;;
word for word;;;C2;phrase;;Details;;
"yearn for sth; yearn to do sth";;;C2;phrase;;Details;;
yet another/more, etc.;;;C2;phrase;;Details;;
could/may/might, etc. yet;;;C2;phrase;;Details;;
be/have yet to do sth;;;C2;phrase;;Details;;
pay the price;;IDIOM;C2;phrase;;Details;;
a sore point;;IDIOM;C2;phrase;;Details;;
pull your weight;;IDIOM;C2;phrase;;Details;;
pull strings;;IDIOM;C2;phrase;;Details;;
red tape;;IDIOM;C2;phrase;;Details;;
set your sights on sth;;IDIOM;C2;phrase;;Details;;
no strings (attached);;IDIOM;C2;phrase;;Details;;
give and take;;IDIOM;C2;phrase;;Details;;
through thick and thin;;IDIOM;C2;phrase;;Details;;
do your own thing;;IDIOM;C2;phrase;;Details;;
pave the way;;IDIOM;C2;phrase;;Details;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
